SSID,HPHM,HPZL,JGSJ,CDBH
HK-107,落P00480,2,2019/1/1 18:13:11,1
HK-107,概兎,2,2019/1/1 18:13:36,2
HK-92,落PX225J,2,2019/1/1 18:13:54,6
HK-92,落P80338,2,2019/1/1 18:12:19,6
HK-92,團QGQ044,2,2019/1/1 18:12:24,10
HK-92,概兎,99,2019/1/1 18:12:30,7
HK-93,落PW887Z,2,2019/1/1 18:12:30,2
HK-93,概兎,2,2019/1/1 18:12:31,9
HK-107,落P35731,2,2019/1/1 18:12:56,3
HK-107,落P80172,2,2019/1/1 18:13:05,2
HK-107,落P77264,2,2019/1/1 18:13:03,1
HK-107,落PW7573,2,2019/1/1 18:13:01,1
HK-92,落P2C499,2,2019/1/1 18:13:15,9
HK-93,落PB1603,2,2019/1/1 18:13:08,6
HK-93,落P0H297,2,2019/1/1 18:13:38,6
HK-93,落P57573,2,2019/1/1 18:13:44,12
HK-93,落P90919,2,2019/1/1 18:13:37,12
HK-107,概兎,2,2019/1/1 18:13:55,2
HK-93,落PN5851,2,2019/1/1 18:12:00,4
HK-107,落PT6965,2,2019/1/1 18:12:03,1
HK-107,落PS8178,2,2019/1/1 18:12:01,1
HK-92,落PVB888,2,2019/1/1 18:12:09,1
HK-92,落PU3176,2,2019/1/1 18:12:25,2
HK-93,落P80159,2,2019/1/1 18:12:25,9
HK-107,落PF5106,2,2019/1/1 18:12:38,3
HK-92,落P8D307,2,2019/1/1 18:13:04,9
HK-107,落PV7896,2,2019/1/1 18:13:09,2
HK-92,落PD8286,2,2019/1/1 18:13:20,7
HK-93,落PF5106,2,2019/1/1 18:13:18,8
HK-92,落P7D654,2,2019/1/1 18:13:34,9
HK-107,落PF9022,2,2019/1/1 18:14:01,3
HK-93,落P7C500,2,2019/1/1 18:12:29,3
HK-93,落P80990,2,2019/1/1 18:12:27,9
HK-93,落P80556,2,2019/1/1 18:12:55,3
HK-93,落PFB558,2,2019/1/1 18:12:53,3
HK-107,落PN5851,2,2019/1/1 18:12:57,1
HK-107,落PB6137,2,2019/1/1 18:13:06,3
HK-107,落PFC530,2,2019/1/1 18:12:57,3
HK-93,落P94898,2,2019/1/1 18:13:15,1
HK-93,落PB7273,2,2019/1/1 18:13:07,1
HK-93,落PB7719,2,2019/1/1 18:13:43,6
HK-93,落PMC820,2,2019/1/1 18:13:43,11
HK-107,落PR8282,2,2019/1/1 18:13:43,2
HK-107,落P2C499,2,2019/1/1 18:13:59,3
HK-92,落BYF259,2,2019/1/1 18:11:44,6
HK-92,落A37M47,2,2019/1/1 18:11:39,6
HK-92,落P9C862,2,2019/1/1 18:11:37,6
HK-93,落PV7896,2,2019/1/1 18:11:35,2
HK-93,落P9B803,2,2019/1/1 18:11:52,4
HK-93,落PF5217,2,2019/1/1 18:11:51,10
HK-92,落PZX529,2,2019/1/1 18:12:16,3
HK-107,落P80013,2,2019/1/1 18:12:08,1
HK-92,落PF0033,2,2019/1/1 18:12:46,2
HK-93,落PKW928,2,2019/1/1 18:12:38,2
HK-93,落P3B802,2,2019/1/1 18:12:33,7
HK-107,落PL8780,2,2019/1/1 18:13:06,1
HK-107,落PDG669,2,2019/1/1 18:13:10,3
HK-107,落PW887Z,2,2019/1/1 18:13:20,1
HK-92,落P68739,2,2019/1/1 18:13:30,9
HK-93,概兎,99,2019/1/1 18:14:08,5
HK-93,落PSL121,2,2019/1/1 18:14:11,10
HK-107,落PA4005,1,2019/1/1 18:12:06,2
HK-92,概兎,99,2019/1/1 18:12:17,6
HK-93,落PD0063,2,2019/1/1 18:12:26,2
HK-107,落PY0566,2,2019/1/1 18:12:21,1
HK-93,寃A967WP,2,2019/1/1 18:12:27,8
HK-107,落PKW928,2,2019/1/1 18:13:28,1
HK-92,概兎,2,2019/1/1 18:13:45,10
HK-93,落P8S616,2,2019/1/1 18:13:41,11
HK-107,落P8M893,2,2019/1/1 18:13:45,1
HK-107,落P91741,2,2019/1/1 18:13:42,1
HK-92,落P4C688,2,2019/1/1 18:13:50,10
HK-93,概兎,99,2019/1/1 18:14:16,4
HK-93,落PS0888,2,2019/1/1 18:14:11,4
HK-107,落PBZ251,2,2019/1/1 18:11:42,3
HK-107,概兎,2,2019/1/1 18:11:38,3
HK-92,落P25436,2,2019/1/1 18:12:15,8
HK-93,釦AX7C28,2,2019/1/1 18:12:08,4
HK-92,落P0N337,2,2019/1/1 18:12:20,1
HK-92,落PV9825,2,2019/1/1 18:12:22,2
HK-92,落PS8178,2,2019/1/1 18:12:32,2
HK-92,落PT6965,2,2019/1/1 18:12:28,2
HK-107,落PT2699,2,2019/1/1 18:13:14,2
HK-93,釦D620HP,2,2019/1/1 18:13:21,1
HK-93,落P80199,2,2019/1/1 18:13:18,1
HK-93,落PLA825,2,2019/1/1 18:11:57,10
HK-107,落P9B803,2,2019/1/1 18:12:36,1
HK-93,落P80456,2,2019/1/1 18:12:32,3
HK-92,落PY0566,2,2019/1/1 18:12:38,2
HK-93,落PM9112,2,2019/1/1 18:12:36,3
HK-107,概兎,2,2019/1/1 18:12:45,3
HK-107,釦FK237E,2,2019/1/1 18:12:43,3
HK-107,落PD0063,2,2019/1/1 18:13:16,1
HK-107,落P80981,2,2019/1/1 18:13:08,2
HK-107,落PM9112,2,2019/1/1 18:13:32,1
HK-92,落PN5851,2,2019/1/1 18:13:45,3
HK-92,落PB8829,2,2019/1/1 18:13:52,6
HK-107,概兎,2,2019/1/1 18:13:48,1
HK-92,落PA5675,1,2019/1/1 18:14:06,6
HK-107,落P7D654,2,2019/1/1 18:14:04,3
HK-93,概兎,99,2019/1/1 18:14:09,4
HK-93,落PF9191,2,2019/1/1 18:14:14,10
HK-93,概兎,2,2019/1/1 18:11:39,12
HK-107,落PF0033,2,2019/1/1 18:12:28,1
HK-93,概兎,2,2019/1/1 18:12:57,1
HK-93,落PNA158,2,2019/1/1 18:12:51,11
HK-107,落P7C500,2,2019/1/1 18:13:25,1
HK-107,落PN0059,2,2019/1/1 18:13:18,2
HK-107,概兎,2,2019/1/1 18:13:47,2
HK-93,落PW7573,2,2019/1/1 18:11:58,4
HK-92,落PB1508,2,2019/1/1 18:12:18,3
HK-92,落P35731,2,2019/1/1 18:12:25,7
HK-92,落P35297,2,2019/1/1 18:12:18,7
HK-93,落P8F821,2,2019/1/1 18:12:23,2
HK-93,落P80128,2,2019/1/1 18:12:22,9
HK-92,落PZ7077,2,2019/1/1 18:12:27,3
HK-92,落PFC530,2,2019/1/1 18:12:27,7
HK-93,落PBZ251,2,2019/1/1 18:12:34,8
HK-92,落PDG669,2,2019/1/1 18:12:46,7
HK-93,落P91741,2,2019/1/1 18:12:42,3
HK-92,落P9B803,2,2019/1/1 18:13:00,2
HK-107,釦AX7C28,2,2019/1/1 18:13:09,1
HK-107,落PRR106,2,2019/1/1 18:13:37,1
HK-92,落PA8872,2,2019/1/1 18:13:46,6
HK-93,落P16669,2,2019/1/1 18:13:42,5
HK-93,落P80589,2,2019/1/1 18:13:37,5
HK-93,落PSF017,2,2019/1/1 18:13:46,11
HK-92,落P96762,2,2019/1/1 18:13:50,6
HK-107,落P80249,2,2019/1/1 18:13:54,3
HK-107,落HJ920F,2,2019/1/1 18:13:52,3
HK-107,概兎,2,2019/1/1 18:13:51,4
HK-107,落PD7370,2,2019/1/1 18:14:07,1
HK-107,落P68739,2,2019/1/1 18:14:01,4
HK-93,落PZ5559,2,2019/1/1 18:14:11,5
HK-93,落P80969,2,2019/1/1 18:14:07,11
HK-93,落PCC665,2,2019/1/1 18:11:44,5
HK-93,落P2A338,2,2019/1/1 18:12:16,11
HK-92,落PZR826,2,2019/1/1 18:12:57,7
HK-92,落PF9022,2,2019/1/1 18:13:20,9
HK-107,落PZR826,2,2019/1/1 18:13:20,3
HK-92,落PJ7865,2,2019/1/1 18:12:01,8
HK-93,落PL8780,2,2019/1/1 18:12:06,4
HK-92,落PW3536,2,2019/1/1 18:12:21,3
HK-93,落PT2699,2,2019/1/1 18:12:26,3
HK-93,概兎,99,2019/1/1 18:07:13,4
HK-93,落P35487,2,2019/1/1 18:07:52,2
HK-92,落N0G090,2,2019/1/1 18:07:47,6
HK-93,落P8A931,2,2019/1/1 18:08:04,2
HK-107,落PQ8552,2,2019/1/1 18:08:16,3
HK-92,落PA3846,1,2019/1/1 18:08:17,2
HK-93,落PD1965,2,2019/1/1 18:08:24,7
HK-107,落PZX862,2,2019/1/1 18:08:26,3
HK-107,落P80700,2,2019/1/1 18:08:19,4
HK-93,落PW596L,2,2019/1/1 18:08:36,1
HK-92,落PGJ279,2,2019/1/1 18:06:26,9
HK-107,落PV6700,2,2019/1/1 18:06:26,1
HK-93,落PZ1639,2,2019/1/1 18:06:29,2
HK-93,概兎,99,2019/1/1 18:06:41,5
HK-93,落PJH219,2,2019/1/1 18:06:40,6
HK-93,落P8G103,2,2019/1/1 18:06:45,11
HK-93,落PMC826,2,2019/1/1 18:07:22,4
HK-93,落P80293,2,2019/1/1 18:07:16,4
HK-93,落BW190Y,2,2019/1/1 18:07:45,3
HK-92,落PXN618,2,2019/1/1 18:08:00,2
HK-92,落PW4118,2,2019/1/1 18:07:57,2
HK-92,落PC2578,2,2019/1/1 18:08:02,7
HK-107,落P46622,2,2019/1/1 18:08:30,1
HK-107,落PT9391,2,2019/1/1 18:08:55,1
HK-107,落P8036G,2,2019/1/1 18:06:37,1
HK-107,落PM521K,2,2019/1/1 18:06:44,3
HK-92,釦A2T1G5,2,2019/1/1 18:06:37,8
HK-93,落PGN521,2,2019/1/1 18:07:20,10
HK-92,落AV5D10,2,2019/1/1 18:07:34,10
HK-92,落PW6T26,2,2019/1/1 18:07:55,2
HK-92,落P04647,2,2019/1/1 18:08:07,7
HK-93,落PH2116,2,2019/1/1 18:08:08,3
HK-107,落P80293,2,2019/1/1 18:08:07,1
HK-107,釦A2T1G5,2,2019/1/1 18:08:14,3
HK-93,落PZ2759,2,2019/1/1 18:08:21,7
HK-107,落PMC826,2,2019/1/1 18:08:21,1
HK-107,落PW598C,2,2019/1/1 18:08:24,4
HK-93,落PP988J,2,2019/1/1 18:08:33,1
HK-92,落PLJ995,2,2019/1/1 18:08:52,10
HK-92,落PV2769,2,2019/1/1 18:06:32,9
HK-107,落FW4118,2,2019/1/1 18:06:33,1
HK-93,落PLF839,2,2019/1/1 18:06:42,5
HK-93,落PLA530,2,2019/1/1 18:06:43,12
HK-107,落P8U7U6,2,2019/1/1 18:06:44,1
HK-92,落PU3233,2,2019/1/1 18:07:06,6
HK-92,恕KVB558,2,2019/1/1 18:08:02,2
HK-93,落PW2711,2,2019/1/1 18:08:03,3
HK-93,落PT9391,2,2019/1/1 18:07:57,2
HK-93,落P99354,2,2019/1/1 18:08:01,8
HK-93,落PSM908,2,2019/1/1 18:07:57,8
HK-107,落P9D286,2,2019/1/1 18:08:32,1
HK-107,落PZ1639,2,2019/1/1 18:08:27,1
HK-92,落PZZ198,2,2019/1/1 18:06:28,2
HK-92,落P33923,2,2019/1/1 18:06:34,10
HK-93,概兎,2,2019/1/1 18:06:34,1
HK-93,落PP3691,2,2019/1/1 18:06:53,8
HK-107,落P80537,2,2019/1/1 18:07:16,4
HK-107,落P99354,2,2019/1/1 18:07:12,3
HK-107,落P80933,2,2019/1/1 18:07:11,3
HK-107,落P80800,2,2019/1/1 18:07:34,2
HK-92,落A72V09,2,2019/1/1 18:07:43,3
HK-93,落B8J091,2,2019/1/1 18:08:22,1
HK-92,落P80116,2,2019/1/1 18:08:45,9
HK-107,落PYY080,2,2019/1/1 18:06:33,2
HK-92,落P80534,2,2019/1/1 18:06:44,9
HK-92,落BZ773W,2,2019/1/1 18:06:42,9
HK-92,落PZ6136,2,2019/1/1 18:06:38,10
HK-107,概兎,2,2019/1/1 18:06:44,2
HK-107,落PM5196,2,2019/1/1 18:06:40,1
HK-107,落PCL867,2,2019/1/1 18:06:48,1
HK-107,落PA7825,1,2019/1/1 18:06:50,4
HK-92,落PZ5979,2,2019/1/1 18:07:11,6
HK-93,落PQ7335,2,2019/1/1 18:07:26,10
HK-93,落P08168,2,2019/1/1 18:07:17,11
HK-107,落P17717,2,2019/1/1 18:07:25,3
HK-107,落BZ773W,2,2019/1/1 18:07:22,3
HK-92,落PV6700,2,2019/1/1 18:07:54,3
HK-92,落P08431,2,2019/1/1 18:07:53,2
HK-92,落PE0950,2,2019/1/1 18:07:51,3
HK-92,落P80700,2,2019/1/1 18:07:52,8
HK-93,落PU5190,2,2019/1/1 18:07:56,2
HK-93,落PD030D,2,2019/1/1 18:07:49,2
HK-93,寃EEL187,2,2019/1/1 18:07:55,8
HK-93,落PA7825,1,2019/1/1 18:07:53,9
HK-93,落PF0938,2,2019/1/1 18:07:49,8
HK-107,落PV5050,2,2019/1/1 18:08:23,3
HK-107,落P35487,2,2019/1/1 18:08:37,1
HK-107,落PU5190,2,2019/1/1 18:08:53,1
HK-107,落PSM908,2,2019/1/1 18:06:24,3
HK-93,落P04277,2,2019/1/1 18:06:32,5
HK-107,落PB6751,2,2019/1/1 18:07:08,3
HK-92,落PM5196,2,2019/1/1 18:07:38,1
HK-93,落PL0824,2,2019/1/1 18:07:46,2
HK-93,落P9D286,2,2019/1/1 18:07:44,2
HK-93,続RZ078P,2,2019/1/1 18:07:45,8
HK-92,落PXB238,2,2019/1/1 18:08:06,2
HK-92,釦A0F7W2,2,2019/1/1 18:08:05,7
HK-93,落BZ773W,2,2019/1/1 18:08:04,9
HK-107,落P80654,2,2019/1/1 18:08:06,1
HK-93,落PA4083,1,2019/1/1 18:08:28,7
HK-107,落PD030D,2,2019/1/1 18:08:36,1
HK-107,落PL0824,2,2019/1/1 18:08:33,1
HK-93,落PAC885,2,2019/1/1 18:06:37,4
HK-92,落P06376,2,2019/1/1 18:07:21,6
HK-93,落PC8077,2,2019/1/1 18:07:19,4
HK-107,落P96756,2,2019/1/1 18:07:19,4
HK-93,落P00588,2,2019/1/1 18:07:23,12
HK-92,落PZX862,2,2019/1/1 18:07:55,7
HK-93,落PH1654,2,2019/1/1 18:07:50,3
HK-92,落PG0012,2,2019/1/1 18:08:11,2
HK-107,落PSG666,2,2019/1/1 18:08:29,3
HK-107,落PXN618,2,2019/1/1 18:06:36,1
HK-92,落P80013,2,2019/1/1 18:06:30,8
HK-93,落PA6920,1,2019/1/1 18:06:40,6
HK-93,概兎,99,2019/1/1 18:07:00,5
HK-92,落PCL867,2,2019/1/1 18:07:56,1
HK-93,落PM521K,2,2019/1/1 18:07:59,8
HK-93,落P96756,2,2019/1/1 18:07:59,9
HK-107,落PUU717,2,2019/1/1 18:08:19,3
HK-92,落P00276,2,2019/1/1 18:08:29,7
HK-93,落PCL950,2,2019/1/1 18:08:30,1
HK-107,落P04647,2,2019/1/1 18:08:36,4
HK-107,落PYX655,2,2019/1/1 18:08:32,3
HK-107,落PW6T26,2,2019/1/1 18:06:24,1
HK-107,落PD1965,2,2019/1/1 18:06:26,3
HK-92,落P19807,2,2019/1/1 18:06:31,10
HK-107,落PX8709,2,2019/1/1 18:06:41,3
HK-93,落P46622,2,2019/1/1 18:06:45,3
HK-93,落PB6126,2,2019/1/1 18:06:49,5
HK-93,落P26129,2,2019/1/1 18:07:11,5
HK-93,落PB7279,2,2019/1/1 18:07:14,10
HK-107,落PV2769,2,2019/1/1 18:07:10,4
HK-107,概兎,2,2019/1/1 18:07:19,4
HK-92,概兎,2,2019/1/1 18:08:43,10
HK-93,釦A2T1G5,2,2019/1/1 18:08:51,8
HK-92,落P96756,2,2019/1/1 18:06:46,9
HK-93,落PC2963,2,2019/1/1 18:06:45,6
HK-92,落PYX225,2,2019/1/1 18:07:48,2
HK-92,落PW598C,2,2019/1/1 18:07:53,8
HK-92,落PV5050,2,2019/1/1 18:07:52,7
HK-92,猪AQ507P,2,2019/1/1 18:07:41,6
HK-92,落P10530,2,2019/1/1 18:07:47,10
HK-93,落P80375,2,2019/1/1 18:07:53,3
HK-93,落PV2769,2,2019/1/1 18:07:56,9
HK-93,落PB6751,2,2019/1/1 18:07:54,9
HK-92,落PFY365,2,2019/1/1 18:08:04,2
HK-92,落P80365,2,2019/1/1 18:07:56,3
HK-92,落PYX655,2,2019/1/1 18:07:59,7
HK-93,落PS5799,2,2019/1/1 18:08:01,2
HK-92,落P99354,2,2019/1/1 18:06:35,9
HK-107,落PXB238,2,2019/1/1 18:06:46,1
HK-92,落PQ0965,2,2019/1/1 18:07:08,6
HK-92,落P80385,2,2019/1/1 18:07:15,10
HK-93,落PY9308,2,2019/1/1 18:07:11,10
HK-92,落PF3331,2,2019/1/1 18:07:19,6
HK-92,釦B523NM,2,2019/1/1 18:07:17,6
HK-93,落PQ6101,2,2019/1/1 18:07:22,10
HK-92,概兎,99,2019/1/1 18:07:31,6
HK-92,落PXM416,2,2019/1/1 18:07:37,10
HK-93,落PS5080,2,2019/1/1 18:07:37,10
HK-107,落BW190Y,2,2019/1/1 18:08:31,2
HK-107,釦A0F7W2,2,2019/1/1 18:08:36,3
HK-107,落PC2578,2,2019/1/1 18:08:34,3
HK-107,落PH1654,2,2019/1/1 18:08:48,2
HK-107,落P52354,2,2019/1/1 18:08:46,1
HK-92,落PQ8552,2,2019/1/1 18:06:20,7
HK-93,落PR5803,2,2019/1/1 18:06:17,2
HK-93,落G95287,2,2019/1/1 18:06:17,1
HK-107,概兎,2,2019/1/1 18:06:33,1
HK-107,落PB3911,2,2019/1/1 18:06:30,1
HK-92,落PUU717,2,2019/1/1 18:06:37,7
HK-93,落PE7817,2,2019/1/1 18:06:45,5
HK-93,落PT8799,2,2019/1/1 18:06:41,11
HK-92,落PM3443,2,2019/1/1 18:07:48,3
HK-93,落P76381,2,2019/1/1 18:07:48,3
HK-92,落PSG666,2,2019/1/1 18:07:58,8
HK-93,團NSV993,2,2019/1/1 18:07:58,3
HK-107,概兎,2,2019/1/1 18:08:04,1
HK-93,落PXZ588,2,2019/1/1 18:08:19,1
HK-107,落P80774,2,2019/1/1 18:08:25,1
HK-107,落P08431,2,2019/1/1 18:06:21,1
HK-107,寃EEL187,2,2019/1/1 18:06:21,3
HK-92,落P80933,2,2019/1/1 18:06:30,9
HK-107,恕KVB558,2,2019/1/1 18:06:41,1
HK-93,落PC8289,2,2019/1/1 18:06:50,6
HK-93,概兎,2,2019/1/1 18:07:14,12
HK-93,落PC5588,2,2019/1/1 18:08:27,1
HK-92,落P80604,2,2019/1/1 18:08:56,9
HK-92,落PTZ588,2,2019/1/1 18:08:47,10
HK-92,落P17717,2,2019/1/1 18:06:52,9
HK-93,落PTY322,2,2019/1/1 18:06:51,5
HK-107,落PA3846,1,2019/1/1 18:07:44,2
HK-93,落P52354,2,2019/1/1 18:07:56,3
HK-93,落P7H162,2,2019/1/1 18:07:50,5
HK-92,落P8U706,2,2019/1/1 18:07:59,3
HK-93,落PWS582,2,2019/1/1 18:08:05,3
HK-107,落PAC885,2,2019/1/1 18:08:06,2
HK-107,落PC8077,2,2019/1/1 18:08:15,1
HK-107,落P80Q13,2,2019/1/1 18:08:12,3
HK-92,落P10553,2,2019/1/1 18:08:42,9
HK-92,落PA4063,1,2019/1/1 18:08:39,9
HK-107,落P80375,2,2019/1/1 18:08:44,1
HK-93,落PM9672,2,2019/1/1 18:06:43,6
HK-93,落PG7683,2,2019/1/1 18:06:56,7
HK-92,落PL9L68,2,2019/1/1 18:07:14,6
HK-92,落P80305,2,2019/1/1 18:07:12,10
HK-93,寃J60B28,2,2019/1/1 18:07:17,10
HK-92,落PW9393,2,2019/1/1 18:07:35,6
HK-93,落PX8709,2,2019/1/1 18:07:28,9
HK-92,落PRX999,2,2019/1/1 18:07:45,1
HK-92,落PY9693,2,2019/1/1 18:08:50,9
HK-92,寃A596QH,2,2019/1/1 18:08:48,9
HK-107,落P00276,2,2019/1/1 18:08:54,3
HK-107,落PFY365,2,2019/1/1 18:06:46,2
HK-107,落PG0012,2,2019/1/1 18:06:41,2
HK-107,菜PGJ279,2,2019/1/1 18:07:04,3
HK-107,落P80850,2,2019/1/1 18:26:51,3
HK-107,概兎,2,2019/1/1 18:26:49,3
HK-107,落PL2895,2,2019/1/1 18:26:59,3
HK-93,落PC3796,2,2019/1/1 18:27:22,2
HK-93,落PGN521,2,2019/1/1 18:27:38,3
HK-93,落P80061,2,2019/1/1 18:27:34,10
HK-93,殺DQ2882,2,2019/1/1 18:28:19,7
HK-93,落BT258G,2,2019/1/1 18:26:06,5
HK-93,概兎,99,2019/1/1 18:25:59,5
HK-93,落PW7711,2,2019/1/1 18:25:58,12
HK-92,落PYB663,2,2019/1/1 18:26:14,1
HK-92,落P80493,2,2019/1/1 18:26:49,2
HK-93,落PJC920,2,2019/1/1 18:27:26,8
HK-93,落PX6665,2,2019/1/1 18:27:30,2
HK-92,落P58605,2,2019/1/1 18:28:49,7
HK-107,落PM1179,2,2019/1/1 18:27:06,3
HK-92,落PT5880,2,2019/1/1 18:27:23,10
HK-92,落P80437,2,2019/1/1 18:27:20,9
HK-93,寃K72J95,2,2019/1/1 18:27:27,3
HK-93,落P8B165,2,2019/1/1 18:27:13,11
HK-93,落P94255,2,2019/1/1 18:27:38,8
HK-107,落P80792,2,2019/1/1 18:27:36,2
HK-107,殺DGB057,2,2019/1/1 18:27:30,2
HK-107,落PMG326,2,2019/1/1 18:28:06,4
HK-93,落PV3568,2,2019/1/1 18:28:16,7
HK-93,落PWT280,2,2019/1/1 18:26:01,5
HK-93,落PWX970,2,2019/1/1 18:25:59,6
HK-92,落P83673,2,2019/1/1 18:26:19,2
HK-92,落PL2895,2,2019/1/1 18:26:27,7
HK-92,落FV3568,2,2019/1/1 18:26:27,8
HK-92,落P80850,2,2019/1/1 18:26:20,7
HK-92,落BK1218,2,2019/1/1 18:26:31,10
HK-93,落PK0003,2,2019/1/1 18:26:29,5
HK-93,落PM7652,2,2019/1/1 18:27:00,10
HK-93,落PSM828,2,2019/1/1 18:27:31,9
HK-93,落PL0058,2,2019/1/1 18:27:29,8
HK-93,概兎,2,2019/1/1 18:28:11,2
HK-92,落PGL917,2,2019/1/1 18:25:56,6
HK-92,落PL218L,2,2019/1/1 18:26:17,8
HK-107,落PA7871,2,2019/1/1 18:28:08,1
HK-93,落P3N212,2,2019/1/1 18:28:14,7
HK-93,落PA4028,1,2019/1/1 18:28:10,7
HK-92,落PB8989,2,2019/1/1 18:28:38,6
HK-92,寃RC2882,2,2019/1/1 18:26:18,7
HK-92,落PM1179,2,2019/1/1 18:26:30,7
HK-93,落P27736,2,2019/1/1 18:26:44,10
HK-107,落P9K916,2,2019/1/1 18:27:54,3
HK-107,落PJ7865,2,2019/1/1 18:28:23,1
HK-92,落PQ7507,2,2019/1/1 18:28:46,6
HK-92,落P80679,2,2019/1/1 18:28:45,6
HK-93,落PG9990,2,2019/1/1 18:25:54,12
HK-92,落P94738,2,2019/1/1 18:26:13,2
HK-92,落PA7825,1,2019/1/1 18:26:32,3
HK-92,落PM6979,2,2019/1/1 18:26:28,2
HK-92,落P9K916,2,2019/1/1 18:26:41,9
HK-93,落PR1190,2,2019/1/1 18:26:47,10
HK-93,落PQ1095,2,2019/1/1 18:26:46,6
HK-92,落PP2080,2,2019/1/1 18:27:36,2
HK-92,落H2K226,2,2019/1/1 18:28:03,10
HK-107,落P80437,2,2019/1/1 18:28:03,3
HK-92,落P80802,2,2019/1/1 18:28:10,9
HK-93,落PB0092,2,2019/1/1 18:28:15,1
HK-93,落PM9020,2,2019/1/1 18:28:12,1
HK-92,落P97011,2,2019/1/1 18:28:17,6
HK-92,落PZ6646,2,2019/1/1 18:28:23,10
HK-107,落PT6730,2,2019/1/1 18:28:32,1
HK-93,落PG2671,2,2019/1/1 18:25:54,2
HK-107,落P80035,2,2019/1/1 18:26:46,3
HK-107,落PP2080,2,2019/1/1 18:27:02,1
HK-93,落PM1179,2,2019/1/1 18:27:56,8
HK-107,落PV2769,2,2019/1/1 18:28:11,1
HK-92,落P01866,2,2019/1/1 18:26:09,6
HK-92,釦B97M10,2,2019/1/1 18:26:25,7
HK-107,落P80493,2,2019/1/1 18:26:32,1
HK-93,落PE7606,2,2019/1/1 18:26:57,10
HK-93,落PT771T,2,2019/1/1 18:26:51,11
HK-107,落PC3796,2,2019/1/1 18:28:03,1
HK-92,落PA7Z77,2,2019/1/1 18:26:08,10
HK-107,落PV3568,2,2019/1/1 18:26:53,3
HK-93,落BA7871,2,2019/1/1 18:27:21,3
HK-93,落P55136,2,2019/1/1 18:27:23,8
HK-107,落PXR126,2,2019/1/1 18:27:34,1
HK-93,概兎,2,2019/1/1 18:28:25,3
HK-93,落PV8110,2,2019/1/1 18:28:45,12
HK-93,落P90622,2,2019/1/1 18:26:09,6
HK-92,落PM6885,2,2019/1/1 18:26:21,2
HK-93,落PXR126,2,2019/1/1 18:26:43,4
HK-93,概兎,99,2019/1/1 18:26:41,4
HK-107,落PSM828,2,2019/1/1 18:26:39,4
HK-93,落PMM656,2,2019/1/1 18:26:50,4
HK-93,概兎,2,2019/1/1 18:26:54,10
HK-93,落PA6053,2,2019/1/1 18:27:36,8
HK-93,落PA9026,2,2019/1/1 18:27:33,8
HK-93,落PA7706,1,2019/1/1 18:27:28,9
HK-93,落PD896V,2,2019/1/1 18:28:18,1
HK-107,落PX6665,2,2019/1/1 18:28:20,1
HK-93,概兎,99,2019/1/1 18:26:00,5
HK-93,落PA8015,1,2019/1/1 18:25:59,6
HK-93,落PLT509,2,2019/1/1 18:26:08,11
HK-92,寃E0Z696,2,2019/1/1 18:26:26,2
HK-92,落PJ1U99,2,2019/1/1 18:26:24,3
HK-92,落P99980,2,2019/1/1 18:26:44,2
HK-93,落P80792,2,2019/1/1 18:26:47,4
HK-93,落P91975,2,2019/1/1 18:26:37,12
HK-92,落PM7992,2,2019/1/1 18:27:17,10
HK-93,落P80772,2,2019/1/1 18:27:36,3
HK-93,落PM7602,2,2019/1/1 18:27:36,2
HK-93,落PJ6216,2,2019/1/1 18:27:30,3
HK-107,落PMM656,2,2019/1/1 18:27:42,1
HK-92,落PNV218,2,2019/1/1 18:28:05,7
HK-93,落PZS866,2,2019/1/1 18:28:08,8
HK-107,落PX3336,2,2019/1/1 18:28:17,1
HK-93,落P7D212,2,2019/1/1 18:26:05,6
HK-93,落P19038,2,2019/1/1 18:26:02,6
HK-93,落PJ1576,2,2019/1/1 18:26:03,11
HK-92,落P80019,2,2019/1/1 18:27:09,10
HK-93,落PB3113,2,2019/1/1 18:27:04,5
HK-92,落P80253,2,2019/1/1 18:27:24,9
HK-93,落PV2769,2,2019/1/1 18:27:24,3
HK-93,落P99460,2,2019/1/1 18:27:24,2
HK-107,落P99460,2,2019/1/1 18:28:02,1
HK-107,落PG2671,2,2019/1/1 18:28:01,1
HK-107,落P80253,2,2019/1/1 18:28:07,3
HK-93,落PL5545,2,2019/1/1 18:28:07,1
HK-107,寃K72J95,2,2019/1/1 18:28:12,1
HK-92,寃C0LK13,2,2019/1/1 18:28:35,6
HK-107,落PM7602,2,2019/1/1 18:28:37,1
HK-92,寃D19V96,2,2019/1/1 18:28:43,6
HK-93,概兎,99,2019/1/1 18:26:16,6
HK-92,落PXF039,2,2019/1/1 18:26:21,3
HK-92,落P94255,2,2019/1/1 18:26:19,8
HK-92,落P7S866,2,2019/1/1 18:26:51,7
HK-93,落PZ3132,2,2019/1/1 18:26:52,10
HK-93,落P27562,2,2019/1/1 18:26:50,10
HK-107,落P80201,2,2019/1/1 18:27:27,1
HK-92,落P80683,2,2019/1/1 18:26:17,2
HK-93,落PE0977,2,2019/1/1 18:26:41,10
HK-107,落P94255,2,2019/1/1 18:26:48,4
HK-107,落PL218L,2,2019/1/1 18:26:46,4
HK-107,落PA4078,1,2019/1/1 18:26:52,2
HK-92,落P80835,2,2019/1/1 18:26:56,6
HK-93,概兎,2,2019/1/1 18:27:12,10
